id,headword,normalized_headword,pronunciation,pos,pos_tag,morph,etymology,gloss_en,gloss_ru,definition,senses,examples,source,page,confidence,notes,pronunciation_ipa,pronunciation_deva,pron_confidence,pron_note,pron_token_sample
3825,Ṭapṇu,Tapnu,,V.T.,v.t. re.,,,"To overcome, to surmount, to conquer.",,"To overcome, to surmount, to conquer.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,124,original,,Ṭapṇu,Ṭअpṇu,low,unmapped_chars_sample='Ṭpṇu' count=4,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'p', 'pos': 2}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'u', 'pos': 4}]"
3826,Tapṇu,Tapnu,,V.I.,v.i. re.,,,To bask.,,To bask.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,124,original,,Tapṇu,Tअpṇu,low,unmapped_chars_sample='Tpṇu' count=4,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'p', 'pos': 2}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'u', 'pos': 4}]"
3827,Tapoṇu,Taponu,,V.T.,v.t. re.,,,"To make warm, to heat in the fire.",,"To make warm, to heat in the fire.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,124,original,,Tapoṇu,Tअpओṇu,low,unmapped_chars_sample='Tpṇu' count=4,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'p', 'pos': 2}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 3, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'ṇ', 'pos': 4}, {'matched': None, 'char': 'u', 'pos': 5}]"
3828,Ṭapówṇu,Tapownu,,V.I.,v.i. re.,,,To be heated.,,To be heated.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,124,original,,Ṭapoːwṇu,Ṭअpओ (lengthened)wṇu,low,unmapped_chars_sample='Ṭpwṇu' count=5,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'p', 'pos': 2}, {'matched': 'ó', 'ipa': 'oː', 'deva': 'ओ (lengthened)', 'pos': 3, 'len': 1, 'note': ""Possibly lengthened 'o' or different quality""}, {'matched': None, 'char': 'w', 'pos': 4}, {'matched': None, 'char': 'ṇ', 'pos': 5}]"
3829,Ṭapṛí,Tapri,,N.F.,n.f.,,,"A hut, a small dwelling.",,"A hut, a small dwelling.",,,mainDictionary_repaired.csv,124,original,,Ṭapṛí,Ṭअpṛí,low,unmapped_chars_sample='Ṭpṛí' count=4,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'p', 'pos': 2}, {'matched': None, 'char': 'ṛ', 'pos': 3}, {'matched': None, 'char': 'í', 'pos': 4}]"
3830,Tapuwṇu,Tapuwnu,,V.I.,v.i. re.,,,To be surmounted.,,To be surmounted.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,124,original,,Tapuwṇu,Tअpuwṇu,low,unmapped_chars_sample='Tpuwṇu' count=6,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'p', 'pos': 2}, {'matched': None, 'char': 'u', 'pos': 3}, {'matched': None, 'char': 'w', 'pos': 4}, {'matched': None, 'char': 'ṇ', 'pos': 5}]"
3831,"Tār, taṛ","Tar, tar",,NOUN,n.m.,,,A place where a river is crossed in a boat.,,A place where a river is crossed in a boat.,,,mainDictionary_repaired.csv,124,original,,"taːr, taṛ","ताr, tअṛ",low,"unmapped_chars_sample='r, tṛ' count=5","[{'matched': 'tā', 'ipa': 'taː', 'deva': 'ता', 'pos': 0, 'len': 2, 'note': 't + long a'}, {'matched': None, 'char': 'r', 'pos': 2}, {'matched': None, 'char': ',', 'pos': 3}, {'matched': None, 'char': ' ', 'pos': 4}, {'matched': None, 'char': 't', 'pos': 5}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 6, 'len': 1, 'note': ""Short 'a' vowel""}]"
3832,Tarāī,Tarai,,N.F.,n.f.,,,A poll-tax on chamārs.,,A poll-tax on chamārs.,,(Kuṭhār).,mainDictionary_repaired.csv,124,original,,Taraːī,Tअrआī,low,unmapped_chars_sample='Trī' count=3,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 2}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 3, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'ī', 'pos': 4}]"
3833,Tarāwṇu,Tarawnu,,V.T.,v.t. re.,,,To cause or allow to cross (a river).,,To cause or allow to cross (a river).,,,mainDictionary_repaired.csv,124,original,,Taraːwṇu,Tअrआwṇu,low,unmapped_chars_sample='Trwṇu' count=5,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 2}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 3, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'w', 'pos': 4}, {'matched': None, 'char': 'ṇ', 'pos': 5}]"
3834,Tarṇu,Tarnu,,V.I.,v.i. re.,,,To be crossed.,,To be crossed.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,124,original,,Tarṇu,Tअrṇu,low,unmapped_chars_sample='Trṇu' count=4,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 2}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'u', 'pos': 4}]"
3835,Tārṇu,Tarnu,,V.T.,v.t. re.,,,(1) To cause or allow to cross. (2) To do one's best.,,(1) To cause or allow to cross. (2) To do one's best.,,,mainDictionary_repaired.csv,124,original,,taːrṇu,ताrṇu,low,unmapped_chars_sample='rṇu' count=3,"[{'matched': 'tā', 'ipa': 'taː', 'deva': 'ता', 'pos': 0, 'len': 2, 'note': 't + long a'}, {'matched': None, 'char': 'r', 'pos': 2}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'u', 'pos': 4}]"
3836,Ṭarpgar,Tarpgar,,NOUN,n.m.,,,A constable.,,A constable.,,(Once used in Kullū).,mainDictionary_repaired.csv,124,original,,Ṭarpgar,Ṭअrpgअr,low,unmapped_chars_sample='Ṭrpgr' count=5,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 2}, {'matched': None, 'char': 'p', 'pos': 3}, {'matched': None, 'char': 'g', 'pos': 4}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 5, 'len': 1, 'note': ""Short 'a' vowel""}]"
3837,Ta'rī,Ta'ri,,N.F.,n.f.,,,See Ta'rī.,,See Ta'rī.,,,mainDictionary_repaired.csv,124,original,,Ta'rī,Tअ'rī,low,unmapped_chars_sample='T'rī' count=4,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': ""'"", 'pos': 2}, {'matched': None, 'char': 'r', 'pos': 3}, {'matched': None, 'char': 'ī', 'pos': 4}]"
3838,Ṭaṛkāwṇu,Tarkawnu,,V.T.,v.t. re.,,,To cause or allow to move.,,To cause or allow to move.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,124,original,,Ṭaṛkaːwṇu,Ṭअṛkआwṇu,low,unmapped_chars_sample='Ṭṛkwṇu' count=6,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'ṛ', 'pos': 2}, {'matched': None, 'char': 'k', 'pos': 3}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 4, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'w', 'pos': 5}]"
3839,Ṭaṛkṇu,Tarknu,,V.I.,v.i. re.,,,"To be off, to go away, to mute.",,"To be off, to go away, to mute.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,124,original,,Ṭaṛkṇu,Ṭअṛkṇu,low,unmapped_chars_sample='Ṭṛkṇu' count=5,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'ṛ', 'pos': 2}, {'matched': None, 'char': 'k', 'pos': 3}, {'matched': None, 'char': 'ṇ', 'pos': 4}, {'matched': None, 'char': 'u', 'pos': 5}]"
3840,Ṭāṭā or -u,Tata or -u,,ADJ.,adj. m.,,,"Dumb, mute.",,"Dumb, mute.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,124,original,,Ṭaːʈaː or -u,Ṭआट/बाटआ ओr -u,low,unmapped_chars_sample='Ṭ r -u' count=6,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': 'āṭ', 'ipa': 'aːʈ', 'deva': 'आट/बाट', 'pos': 1, 'len': 2, 'note': ""Long a + retroflex stop 'ṭ'""}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 3, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': ' ', 'pos': 4}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 5, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'r', 'pos': 6}]"
3841,Ṭāṭ-lāgnī,Tat-lagni,,V.I.,v.i. re.,,,To be in trouble.,,To be in trouble.,,,mainDictionary_repaired.csv,124,original,,Ṭaːʈ-laːgnī,Ṭआट/बाट-lआgnī,low,unmapped_chars_sample='Ṭ-lgnī' count=6,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': 'āṭ', 'ipa': 'aːʈ', 'deva': 'आट/बाट', 'pos': 1, 'len': 2, 'note': ""Long a + retroflex stop 'ṭ'""}, {'matched': None, 'char': '-', 'pos': 3}, {'matched': None, 'char': 'l', 'pos': 4}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 5, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'g', 'pos': 6}]"
3842,Tauṅḍī,Taundi,,N.F.,n.f.,,,"Summer, the hot weather.",,"Summer, the hot weather.",,,mainDictionary_repaired.csv,124,original,,Taũḍī,Tऔँ / कौङḍī,low,unmapped_chars_sample='Tḍī' count=3,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'auṅ', 'ipa': 'aũ', 'deva': 'औँ / कौङ', 'pos': 1, 'len': 3, 'note': 'Diphthong + nasalization/velar nasal'}, {'matched': None, 'char': 'ḍ', 'pos': 4}, {'matched': None, 'char': 'ī', 'pos': 5}]"
3843,Taur,Taur,,NOUN,n.m.,,,See Tār.,,See Tār.,,,mainDictionary_repaired.csv,124,original,,Taur,Tअur,low,unmapped_chars_sample='Tur' count=3,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'u', 'pos': 2}, {'matched': None, 'char': 'r', 'pos': 3}]"
3844,Ṭauṛī,Tauri,,N.F.,n.f.,,,"A plant, whose leaves are used for making leaf dishes. Its bark is used to make ropes.",,"A plant, whose leaves are used for making leaf dishes. Its bark is used to make ropes.",,,mainDictionary_repaired.csv,124,original,,Ṭauṛī,Ṭअuṛī,low,unmapped_chars_sample='Ṭuṛī' count=4,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'u', 'pos': 2}, {'matched': None, 'char': 'ṛ', 'pos': 3}, {'matched': None, 'char': 'ī', 'pos': 4}]"
3845,Ṭāw,Taw,,NOUN,n.m.,,,See Tāo.,,See Tāo.,,,mainDictionary_repaired.csv,124,original,,Ṭaːw,Ṭआw,low,unmapped_chars_sample='Ṭw' count=2,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 1, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'w', 'pos': 2}]"
3846,Ṭāyā,Taya,,N.F.,n.f.,,,Bough of a tree.,,Bough of a tree.,,,mainDictionary_repaired.csv,124,original,,Ṭaːjaː,Ṭआया,low,unmapped_chars_sample='Ṭ' count=1,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 1, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': 'yā', 'ipa': 'jaː', 'deva': 'या', 'pos': 2, 'len': 2, 'note': 'y + long a'}]"
3847,Ṭayiṅ,Tayin,,(1),(1),,conj.,Again.,,Again.,,"(2) prep. For, for the sake of.",mainDictionary_repaired.csv,124,original,,Ṭayiṅ,Ṭअyiṅ,low,unmapped_chars_sample='Ṭyiṅ' count=4,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'y', 'pos': 2}, {'matched': None, 'char': 'i', 'pos': 3}, {'matched': None, 'char': 'ṅ', 'pos': 4}]"
3848,Tegā,Tega,,NOUN,n.m.,,,A kind of sword.,,A kind of sword.,,,mainDictionary_repaired.csv,124,original,,Tegaː,Tएgआ,low,unmapped_chars_sample='Tg' count=2,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 1, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 'g', 'pos': 2}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 3, 'len': 1, 'note': ""Long 'a' vowel""}]"
3849,Tehāṛ,Tehar,,NOUN,n.m.,,,See Tahāir.,,See Tahāir.,,,mainDictionary_repaired.csv,124,original,,Tehaːṛ,Tएhआṛ,low,unmapped_chars_sample='Thṛ' count=3,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 1, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 'h', 'pos': 2}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 3, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'ṛ', 'pos': 4}]"
3850,Téī,Tei,,ADJ.,adj.,,,23.,,23.,,"-wāň, m. -wīň, f. -weň, pl. The twenty-third.",mainDictionary_repaired.csv,124,original,,Teːī,Tए (lengthened)ī,low,unmapped_chars_sample='Tī' count=2,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'é', 'ipa': 'eː', 'deva': 'ए (lengthened)', 'pos': 1, 'len': 1, 'note': 'Marked as distinct in orthography; likely length or stress'}, {'matched': None, 'char': 'ī', 'pos': 2}]"
3851,Ṭék,Tek,,N.F.,n.f.,,,Fir trees.,,Fir trees.,,-rauṇī v.i. re. To be firm.,mainDictionary_repaired.csv,125,original,,Ṭeːk,Ṭए (lengthened)k,low,unmapped_chars_sample='Ṭk' count=2,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': 'é', 'ipa': 'eː', 'deva': 'ए (lengthened)', 'pos': 1, 'len': 1, 'note': 'Marked as distinct in orthography; likely length or stress'}, {'matched': None, 'char': 'k', 'pos': 2}]"
3852,Ṭekā,Teka,,NOUN,n.m.,,,"A prop, a support, a stay.",,"A prop, a support, a stay.",,"-deṇā, v.t. ir. To support.",mainDictionary_repaired.csv,125,original,,Ṭekaː,Ṭएkआ,low,unmapped_chars_sample='Ṭk' count=2,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 1, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 3, 'len': 1, 'note': ""Long 'a' vowel""}]"
3853,Ṭekāwṇu,Tekawnu,,V.I.,v.i. re.,,,To cause or allow to prop or support.,,To cause or allow to prop or support.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,125,original,,Ṭekaːwṇu,Ṭएkआwṇu,low,unmapped_chars_sample='Ṭkwṇu' count=5,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 1, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 3, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'w', 'pos': 4}, {'matched': None, 'char': 'ṇ', 'pos': 5}]"
3854,Ṭekṇu,Teknu,,V.I.,v.i. re.,,,To support to prop.,,To support to prop.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,125,original,,Ṭekṇu,Ṭएkṇu,low,unmapped_chars_sample='Ṭkṇu' count=4,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 1, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'u', 'pos': 4}]"
3855,Tél,Tel,,NOUN,n.m.,,(H. tel),Oil.,,Oil.,,-pārṇī v.i. re. To persuade.,mainDictionary_repaired.csv,125,original,,Teːl,Tए (lengthened)l,low,unmapped_chars_sample='Tl' count=2,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'é', 'ipa': 'eː', 'deva': 'ए (lengthened)', 'pos': 1, 'len': 1, 'note': 'Marked as distinct in orthography; likely length or stress'}, {'matched': None, 'char': 'l', 'pos': 2}]"
3856,Telgṛū,Telgru,,NOUN,n.m.,,,See Tél.,,See Tél.,,,mainDictionary_repaired.csv,125,original,,Telgṛuː,Tएlgṛऊ,low,unmapped_chars_sample='Tlgṛ' count=4,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 1, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 'l', 'pos': 2}, {'matched': None, 'char': 'g', 'pos': 3}, {'matched': None, 'char': 'ṛ', 'pos': 4}, {'matched': 'ū', 'ipa': 'uː', 'deva': 'ऊ', 'pos': 5, 'len': 1, 'note': ""Long 'u' vowel""}]"
3857,Telo-ru-lo'kā,Telo-ru-lo'ka,,NOUN,n.m.,,,An oil pot.,,An oil pot.,,,mainDictionary_repaired.csv,125,original,,Telo-ru-lo'kaː,Tएlओ-ru-lओ'kआ,low,unmapped_chars_sample='Tl-ru-' count=9,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 1, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 'l', 'pos': 2}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 3, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': '-', 'pos': 4}, {'matched': None, 'char': 'r', 'pos': 5}]"
3858,Telṛ,Telr,,NOUN,n.m.,,,A young one (of a bird).,,A young one (of a bird).,,pl. Teṛū.,mainDictionary_repaired.csv,125,original,,Telṛ,Tएlṛ,low,unmapped_chars_sample='Tlṛ' count=3,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 1, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 'l', 'pos': 2}, {'matched': None, 'char': 'ṛ', 'pos': 3}]"
3859,Telṛú,Telru,,NOUN,n.m. pl.,,,See Telṛ.,,See Telṛ.,,,mainDictionary_repaired.csv,125,original,,Telṛú,Tएlṛú,low,unmapped_chars_sample='Tlṛú' count=4,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 1, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 'l', 'pos': 2}, {'matched': None, 'char': 'ṛ', 'pos': 3}, {'matched': None, 'char': 'ú', 'pos': 4}]"
3860,Tém,Tem,,NOUN,n.m.,,(E.),Time.,,Time.,,,mainDictionary_repaired.csv,125,original,,Teːm,Tए (lengthened)m,low,unmapped_chars_sample='Tm' count=2,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'é', 'ipa': 'eː', 'deva': 'ए (lengthened)', 'pos': 1, 'len': 1, 'note': 'Marked as distinct in orthography; likely length or stress'}, {'matched': None, 'char': 'm', 'pos': 2}]"
3861,Tenu,Tenu,,ADV.,adv.,,,See Tishu.,,See Tishu.,,(Bashāhr).,mainDictionary_repaired.csv,125,original,,Tenu,Tएnu,low,unmapped_chars_sample='Tnu' count=3,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 1, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 'n', 'pos': 2}, {'matched': None, 'char': 'u', 'pos': 3}]"
3862,Ténh,Tenh,,ADV.,adv.,,,On that day.,,On that day.,,,mainDictionary_repaired.csv,125,original,,Teːnh,Tए (lengthened)nh,low,unmapped_chars_sample='Tnh' count=3,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'é', 'ipa': 'eː', 'deva': 'ए (lengthened)', 'pos': 1, 'len': 1, 'note': 'Marked as distinct in orthography; likely length or stress'}, {'matched': None, 'char': 'n', 'pos': 2}, {'matched': None, 'char': 'h', 'pos': 3}]"
3863,Terā,Tera,,ADV.,adv.,,,See Tishu.,,See Tishu.,,"(Bāghal, Nālāgarh, Kuniār).",mainDictionary_repaired.csv,125,original,,Teraː,Tएrआ,low,unmapped_chars_sample='Tr' count=2,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 1, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 'r', 'pos': 2}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 3, 'len': 1, 'note': ""Long 'a' vowel""}]"
3864,Terā,Tera,,PRO.,pro. m.,,,"Thy, thine.",,"Thy, thine.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,125,original,,Teraː,Tएrआ,low,unmapped_chars_sample='Tr' count=2,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 1, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 'r', 'pos': 2}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 3, 'len': 1, 'note': ""Long 'a' vowel""}]"
3865,Terash,Terash,,N.F.,n.f.,,(S. Trayodashī),The thirteenth day of the upper or dark half of a month.,,The thirteenth day of the upper or dark half of a month.,,,mainDictionary_repaired.csv,125,original,,Terash,Tएrअsh,low,unmapped_chars_sample='Trsh' count=4,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 1, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 'r', 'pos': 2}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 3, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 's', 'pos': 4}, {'matched': None, 'char': 'h', 'pos': 5}]"
3866,Terā,Tera,,ADJ.,adj.,,,"13.,-wāň, m. -wīň, f. -weň, pl. The thirteenth.,",,"13.,-wāň, m. -wīň, f. -weň, pl. The thirteenth.,",,,mainDictionary_repaired.csv,125,original,,Teraː,Tएrआ,low,unmapped_chars_sample='Tr' count=2,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 1, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 'r', 'pos': 2}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 3, 'len': 1, 'note': ""Long 'a' vowel""}]"
3867,Téru,Teru,,PRO.,pro.,,,"Him, to him.",,"Him, to him.",,(Balsan and Madhan).,mainDictionary_repaired.csv,125,original,,Teːru,Tए (lengthened)ru,low,unmapped_chars_sample='Tru' count=3,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'é', 'ipa': 'eː', 'deva': 'ए (lengthened)', 'pos': 1, 'len': 1, 'note': 'Marked as distinct in orthography; likely length or stress'}, {'matched': None, 'char': 'r', 'pos': 2}, {'matched': None, 'char': 'u', 'pos': 3}]"
3868,Tes,Tes,,PRO.,pro.,,,"Him, to him.",,"Him, to him.",,,mainDictionary_repaired.csv,125,original,,Tes,Tएs,low,unmapped_chars_sample='Ts' count=2,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 1, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 's', 'pos': 2}]"
3869,Tesé,Tese,,PRO.,pro. f.,,,"Her, to her.",,"Her, to her.",,(Agentive).,mainDictionary_repaired.csv,125,original,,Teseː,Tएsए (lengthened),low,unmapped_chars_sample='Ts' count=2,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 1, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 's', 'pos': 2}, {'matched': 'é', 'ipa': 'eː', 'deva': 'ए (lengthened)', 'pos': 3, 'len': 1, 'note': 'Marked as distinct in orthography; likely length or stress'}]"
3870,Teso,Teso,,PRO.,pro.,,,"He, of her.",,"He, of her.",,,mainDictionary_repaired.csv,125,original,,Teso,Tएsओ,low,unmapped_chars_sample='Ts' count=2,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 1, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 's', 'pos': 2}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 3, 'len': 1, 'note': 'Mid-back rounded vowel'}]"
